year,state,state_code,region,crime_category,cases_reported,cases_solved,solve_rate,financial_loss_lakhs,population
2019,Uttarakhand,UK,North,Cyber Stalking/Bullying,108,25,23.4,203.81,11250858
2019,Uttarakhand,UK,North,Data Breach,52,12,23.7,179.02,11250858
2019,Uttarakhand,UK,North,Hacking,56,17,30.7,381.09,11250858
2019,Uttarakhand,UK,North,Online Child Exploitation,120,31,26.4,880.2,11250858
2019,Uttarakhand,UK,North,Cryptocurrency Fraud,31,7,25.1,559.95,11250858
2020,Uttarakhand,UK,North,Online Financial Fraud,143,43,30.2,5528.6,11250858
2020,Uttarakhand,UK,North,Social Media Crimes,82,15,19.2,237.63,11250858
2020,Uttarakhand,UK,North,Phishing/Vishing,128,47,37.0,264.32,11250858
2020,Uttarakhand,UK,North,Ransomware Attacks,150,38,25.5,2537.85,11250858
2020,Uttarakhand,UK,North,Identity Theft,24,6,25.5,173.5,11250858
2020,Uttarakhand,UK,North,Cyber Stalking/Bullying,61,15,26.0,352.28,11250858
2020,Uttarakhand,UK,North,Data Breach,229,41,18.0,1865.82,11250858
2020,Uttarakhand,UK,North,Hacking,109,28,26.1,726.06,11250858
2020,Uttarakhand,UK,North,Online Child Exploitation,113,41,36.8,281.57,11250858
2020,Uttarakhand,UK,North,Cryptocurrency Fraud,88,36,41.5,2880.25,11250858
2021,Uttarakhand,UK,North,Online Financial Fraud,19,3,18.4,392.32,11250858
2021,Uttarakhand,UK,North,Social Media Crimes,69,28,41.3,166.68,11250858
2021,Uttarakhand,UK,North,Phishing/Vishing,42,7,17.3,335.46,11250858
2021,Uttarakhand,UK,North,Ransomware Attacks,89,35,40.1,1096.42,11250858
2021,Uttarakhand,UK,North,Identity Theft,318,129,40.6,2233.73,11250858
2021,Uttarakhand,UK,North,Cyber Stalking/Bullying,176,53,30.6,1476.18,11250858
2021,Uttarakhand,UK,North,Data Breach,37,10,27.6,86.69,11250858
2021,Uttarakhand,UK,North,Hacking,406,95,23.5,2151.42,11250858
2021,Uttarakhand,UK,North,Online Child Exploitation,81,25,30.9,660.39,11250858
2021,Uttarakhand,UK,North,Cryptocurrency Fraud,155,60,38.7,4830.03,11250858
2022,Uttarakhand,UK,North,Online Financial Fraud,267,40,15.2,1446.17,11250858
2022,Uttarakhand,UK,North,Social Media Crimes,130,37,28.8,668.09,11250858
2022,Uttarakhand,UK,North,Phishing/Vishing,123,19,15.7,864.17,11250858
2022,Uttarakhand,UK,North,Ransomware Attacks,105,25,23.8,3170.49,11250858
2022,Uttarakhand,UK,North,Identity Theft,234,56,24.0,488.54,11250858
2022,Uttarakhand,UK,North,Cyber Stalking/Bullying,19,5,27.2,51.43,11250858
2022,Uttarakhand,UK,North,Data Breach,317,98,31.0,757.27,11250858
2022,Uttarakhand,UK,North,Hacking,119,36,30.3,237.42,11250858
2022,Uttarakhand,UK,North,Online Child Exploitation,191,67,35.1,1463.52,11250858
2022,Uttarakhand,UK,North,Cryptocurrency Fraud,247,45,18.3,6434.62,11250858
2023,Uttarakhand,UK,North,Online Financial Fraud,51,18,36.8,782.45,11250858
2023,Uttarakhand,UK,North,Social Media Crimes,135,20,15.0,984.79,11250858
2023,Uttarakhand,UK,North,Phishing/Vishing,20,4,20.1,29.85,11250858
2023,Uttarakhand,UK,North,Ransomware Attacks,449,99,22.1,9920.89,11250858
2023,Uttarakhand,UK,North,Identity Theft,277,81,29.3,255.79,11250858
2023,Uttarakhand,UK,North,Cyber Stalking/Bullying,62,27,44.1,452.76,11250858
2023,Uttarakhand,UK,North,Data Breach,223,55,24.7,786.66,11250858
2023,Uttarakhand,UK,North,Hacking,156,44,28.5,1006.09,11250858
2023,Uttarakhand,UK,North,Online Child Exploitation,156,30,19.4,357.99,11250858
2023,Uttarakhand,UK,North,Cryptocurrency Fraud,46,18,40.8,760.45,11250858
2024,Uttarakhand,UK,North,Online Financial Fraud,67,15,23.7,2186.76,11250858
2024,Uttarakhand,UK,North,Social Media Crimes,55,21,39.1,497.36,11250858
2024,Uttarakhand,UK,North,Phishing/Vishing,414,139,33.7,229.15,11250858
2024,Uttarakhand,UK,North,Ransomware Attacks,163,33,20.6,1546.49,11250858
2024,Uttarakhand,UK,North,Identity Theft,535,138,25.9,2815.62,11250858
2024,Uttarakhand,UK,North,Cyber Stalking/Bullying,13,2,16.3,49.54,11250858
2024,Uttarakhand,UK,North,Data Breach,204,41,20.4,1356.02,11250858
2024,Uttarakhand,UK,North,Hacking,147,42,28.9,765.21,11250858
2024,Uttarakhand,UK,North,Online Child Exploitation,220,61,27.8,2108.08,11250858
2024,Uttarakhand,UK,North,Cryptocurrency Fraud,110,23,21.4,3107.49,11250858
2025,Uttarakhand,UK,North,Online Financial Fraud,225,97,43.2,7926.42,11250858
2025,Uttarakhand,UK,North,Social Media Crimes,250,43,17.2,1219.13,11250858
2025,Uttarakhand,UK,North,Phishing/Vishing,462,192,41.7,645.6,11250858
2025,Uttarakhand,UK,North,Ransomware Attacks,64,28,44.7,3053.32,11250858
2025,Uttarakhand,UK,North,Identity Theft,506,87,17.3,4739.92,11250858
2025,Uttarakhand,UK,North,Cyber Stalking/Bullying,144,37,25.9,1227.56,11250858
2025,Uttarakhand,UK,North,Data Breach,304,83,27.6,1425.19,11250858
2025,Uttarakhand,UK,North,Hacking,261,88,34.0,2050.82,11250858
2025,Uttarakhand,UK,North,Online Child Exploitation,78,12,16.0,478.53,11250858
2025,Uttarakhand,UK,North,Cryptocurrency Fraud,56,11,20.6,1151.79,11250858
2018,West Bengal,WB,East,Online Financial Fraud,185,55,29.9,7790.82,99085576
2018,West Bengal,WB,East,Social Media Crimes,422,114,27.1,621.5,99085576
2018,West Bengal,WB,East,Phishing/Vishing,281,47,16.8,277.54,99085576
2018,West Bengal,WB,East,Ransomware Attacks,1087,287,26.4,21930.98,99085576
2018,West Bengal,WB,East,Identity Theft,1042,380,36.5,7874.19,99085576
2018,West Bengal,WB,East,Cyber Stalking/Bullying,1456,240,16.5,3786.58,99085576
2018,West Bengal,WB,East,Data Breach,449,104,23.2,2560.34,99085576
2018,West Bengal,WB,East,Hacking,507,98,19.3,898.63,99085576
2018,West Bengal,WB,East,Online Child Exploitation,294,127,43.3,2393.14,99085576
2018,West Bengal,WB,East,Cryptocurrency Fraud,947,193,20.4,22060.89,99085576
2019,West Bengal,WB,East,Online Financial Fraud,188,42,22.4,8582.83,99085576
2019,West Bengal,WB,East,Social Media Crimes,316,57,18.1,3108.03,99085576
2019,West Bengal,WB,East,Phishing/Vishing,868,354,40.8,6106.41,99085576
2019,West Bengal,WB,East,Ransomware Attacks,451,194,43.2,16914.31,99085576
2019,West Bengal,WB,East,Identity Theft,221,45,20.7,1038.81,99085576
2019,West Bengal,WB,East,Cyber Stalking/Bullying,530,90,17.1,2226.93,99085576
2019,West Bengal,WB,East,Data Breach,213,79,37.2,888.47,99085576
2019,West Bengal,WB,East,Hacking,1894,471,24.9,11659.24,99085576
2019,West Bengal,WB,East,Online Child Exploitation,1366,562,41.2,1300.49,99085576
2019,West Bengal,WB,East,Cryptocurrency Fraud,1362,361,26.6,16508.58,99085576
2020,West Bengal,WB,East,Online Financial Fraud,510,114,22.5,7711.15,99085576
2020,West Bengal,WB,East,Social Media Crimes,327,100,30.6,1911.49,99085576
2020,West Bengal,WB,East,Phishing/Vishing,2029,879,43.3,4784.22,99085576
2020,West Bengal,WB,East,Ransomware Attacks,1010,345,34.3,42194.43,99085576
2020,West Bengal,WB,East,Identity Theft,793,252,31.8,2317.57,99085576
2020,West Bengal,WB,East,Cyber Stalking/Bullying,112,25,22.9,97.77,99085576
2020,West Bengal,WB,East,Data Breach,1055,254,24.2,7990.29,99085576
2020,West Bengal,WB,East,Hacking,2209,362,16.4,5706.52,99085576
2020,West Bengal,WB,East,Online Child Exploitation,1686,610,36.2,13378.73,99085576
2020,West Bengal,WB,East,Cryptocurrency Fraud,606,173,28.7,22066.49,99085576
2021,West Bengal,WB,East,Online Financial Fraud,626,252,40.4,15155.92,99085576
2021,West Bengal,WB,East,Social Media Crimes,3588,1132,31.6,9665.88,99085576
2021,West Bengal,WB,East,Phishing/Vishing,205,76,37.3,1138.55,99085576
2021,West Bengal,WB,East,Ransomware Attacks,140,54,39.3,5618.62,99085576
2021,West Bengal,WB,East,Identity Theft,1492,320,21.5,10889.42,99085576
2021,West Bengal,WB,East,Cyber Stalking/Bullying,2683,1046,39.0,10163.25,99085576
2021,West Bengal,WB,East,Data Breach,878,177,20.2,460.95,99085576
2021,West Bengal,WB,East,Hacking,570,162,28.5,2193.42,99085576
2021,West Bengal,WB,East,Online Child Exploitation,534,168,31.6,1220.93,99085576
2021,West Bengal,WB,East,Cryptocurrency Fraud,1326,540,40.8,22010.25,99085576
2022,West Bengal,WB,East,Online Financial Fraud,1786,667,37.4,57522.72,99085576
2022,West Bengal,WB,East,Social Media Crimes,288,102,35.6,194.22,99085576
2022,West Bengal,WB,East,Phishing/Vishing,1250,304,24.4,8199.14,99085576
2022,West Bengal,WB,East,Ransomware Attacks,2408,367,15.3,15613.38,99085576
2022,West Bengal,WB,East,Identity Theft,2149,871,40.6,15039.21,99085576
2022,West Bengal,WB,East,Cyber Stalking/Bullying,729,167,23.0,5128.99,99085576
2022,West Bengal,WB,East,Data Breach,1708,662,38.8,5832.04,99085576
2022,West Bengal,WB,East,Hacking,785,126,16.1,7348.7,99085576
2022,West Bengal,WB,East,Online Child Exploitation,809,205,25.4,1222.87,99085576
2022,West Bengal,WB,East,Cryptocurrency Fraud,1069,318,29.8,42312.14,99085576
2023,West Bengal,WB,East,Online Financial Fraud,3160,1133,35.9,149167.53,99085576
2023,West Bengal,WB,East,Social Media Crimes,1393,435,31.3,10865.12,99085576
2023,West Bengal,WB,East,Phishing/Vishing,306,54,17.7,766.84,99085576
2023,West Bengal,WB,East,Ransomware Attacks,892,268,30.1,5263.27,99085576
2023,West Bengal,WB,East,Identity Theft,1394,314,22.6,7548.95,99085576
2023,West Bengal,WB,East,Cyber Stalking/Bullying,590,91,15.4,1777.78,99085576
2023,West Bengal,WB,East,Data Breach,2414,734,30.4,14351.03,99085576
2023,West Bengal,WB,East,Hacking,949,405,42.8,6292.61,99085576
2023,West Bengal,WB,East,Online Child Exploitation,3134,860,27.4,29266.35,99085576
2023,West Bengal,WB,East,Cryptocurrency Fraud,272,104,38.5,3808.11,99085576
2024,West Bengal,WB,East,Online Financial Fraud,1661,516,31.1,65943.56,99085576
2024,West Bengal,WB,East,Social Media Crimes,3446,1200,34.8,15123.72,99085576
2024,West Bengal,WB,East,Phishing/Vishing,427,178,41.9,872.95,99085576
2024,West Bengal,WB,East,Ransomware Attacks,1121,502,44.9,11600.52,99085576
2024,West Bengal,WB,East,Identity Theft,1839,284,15.4,16468.58,99085576
2024,West Bengal,WB,East,Cyber Stalking/Bullying,3015,673,22.3,22407.92,99085576
2024,West Bengal,WB,East,Data Breach,2500,983,39.3,21650.93,99085576
2024,West Bengal,WB,East,Hacking,272,121,44.7,895.8,99085576
2024,West Bengal,WB,East,Online Child Exploitation,1026,372,36.3,1637.8,99085576
2024,West Bengal,WB,East,Cryptocurrency Fraud,266,72,27.2,11480.22,99085576
2025,West Bengal,WB,East,Online Financial Fraud,2040,434,21.3,65197.32,99085576
2025,West Bengal,WB,East,Social Media Crimes,2038,360,17.7,2145.19,99085576
2025,West Bengal,WB,East,Phishing/Vishing,1095,286,26.2,8044.21,99085576
2025,West Bengal,WB,East,Ransomware Attacks,2050,648,31.6,49260.35,99085576
2025,West Bengal,WB,East,Identity Theft,944,301,32.0,3749.37,99085576
2025,West Bengal,WB,East,Cyber Stalking/Bullying,1988,856,43.1,2030.93,99085576
2025,West Bengal,WB,East,Data Breach,4207,1480,35.2,37724.95,99085576
2025,West Bengal,WB,East,Hacking,525,205,39.1,1180.4,99085576
2025,West Bengal,WB,East,Online Child Exploitation,1451,346,23.9,10609.65,99085576
2025,West Bengal,WB,East,Cryptocurrency Fraud,2097,367,17.5,87096.33,99085576
2018,Andaman and Nicobar Islands,AN,Islands,Social Media Crimes,5,1,21.4,3.9,400000
2018,Andaman and Nicobar Islands,AN,Islands,Phishing/Vishing,6,1,28.0,18.84,400000
2018,Andaman and Nicobar Islands,AN,Islands,Ransomware Attacks,2,0,41.1,64.44,400000
2018,Andaman and Nicobar Islands,AN,Islands,Identity Theft,2,0,33.4,11.11,400000
2018,Andaman and Nicobar Islands,AN,Islands,Cyber Stalking/Bullying,2,0,17.8,9.46,400000
2018,Andaman and Nicobar Islands,AN,Islands,Data Breach,5,2,45.0,42.17,400000
2018,Andaman and Nicobar Islands,AN,Islands,Hacking,4,1,41.8,33.28,400000
2018,Andaman and Nicobar Islands,AN,Islands,Online Child Exploitation,2,0,18.1,5.32,400000
2018,Andaman and Nicobar Islands,AN,Islands,Cryptocurrency Fraud,5,0,15.1,93.29,400000
2019,Andaman and Nicobar Islands,AN,Islands,Online Financial Fraud,2,0,35.0,31.06,400000
2019,Andaman and Nicobar Islands,AN,Islands,Social Media Crimes,4,1,32.6,23.69,400000
2019,Andaman and Nicobar Islands,AN,Islands,Phishing/Vishing,3,0,29.5,17.17,400000
2019,Andaman and Nicobar Islands,AN,Islands,Identity Theft,5,1,29.8,29.36,400000
2019,Andaman and Nicobar Islands,AN,Islands,Cyber Stalking/Bullying,3,1,36.5,4.62,400000
2019,Andaman and Nicobar Islands,AN,Islands,Hacking,1,0,37.5,1.79,400000
2019,Andaman and Nicobar Islands,AN,Islands,Online Child Exploitation,7,1,17.0,68.41,400000
2019,Andaman and Nicobar Islands,AN,Islands,Cryptocurrency Fraud,6,2,43.7,46.32,400000
2020,Andaman and Nicobar Islands,AN,Islands,Online Financial Fraud,2,0,25.0,25.85,400000
2020,Andaman and Nicobar Islands,AN,Islands,Social Media Crimes,11,3,33.2,55.31,400000
2020,Andaman and Nicobar Islands,AN,Islands,Phishing/Vishing,4,1,41.0,3.22,400000
2020,Andaman and Nicobar Islands,AN,Islands,Ransomware Attacks,11,3,34.3,432.66,400000
2020,Andaman and Nicobar Islands,AN,Islands,Cyber Stalking/Bullying,5,1,37.8,44.59,400000
2020,Andaman and Nicobar Islands,AN,Islands,Data Breach,10,3,36.9,93.14,400000
2020,Andaman and Nicobar Islands,AN,Islands,Online Child Exploitation,3,0,25.0,15.84,400000
2020,Andaman and Nicobar Islands,AN,Islands,Cryptocurrency Fraud,1,0,15.4,5.31,400000
2021,Andaman and Nicobar Islands,AN,Islands,Online Financial Fraud,4,1,33.6,61.78,400000
2021,Andaman and Nicobar Islands,AN,Islands,Social Media Crimes,3,0,15.0,23.08,400000
2021,Andaman and Nicobar Islands,AN,Islands,Phishing/Vishing,3,1,44.6,24.58,400000
2021,Andaman and Nicobar Islands,AN,Islands,Ransomware Attacks,7,2,28.8,319.69,400000
2021,Andaman and Nicobar Islands,AN,Islands,Identity Theft,10,2,27.3,54.87,400000
2021,Andaman and Nicobar Islands,AN,Islands,Cyber Stalking/Bullying,7,2,29.3,33.27,400000
2021,Andaman and Nicobar Islands,AN,Islands,Data Breach,10,3,38.3,55.04,400000
2021,Andaman and Nicobar Islands,AN,Islands,Hacking,8,1,24.5,23.62,400000
2021,Andaman and Nicobar Islands,AN,Islands,Online Child Exploitation,4,0,16.1,24.16,400000
2021,Andaman and Nicobar Islands,AN,Islands,Cryptocurrency Fraud,3,0,21.9,35.0,400000
2022,Andaman and Nicobar Islands,AN,Islands,Online Financial Fraud,10,2,26.2,431.16,400000
2022,Andaman and Nicobar Islands,AN,Islands,Social Media Crimes,8,3,39.8,33.09,400000
2022,Andaman and Nicobar Islands,AN,Islands,Phishing/Vishing,9,2,32.7,66.13,400000
2022,Andaman and Nicobar Islands,AN,Islands,Ransomware Attacks,3,0,22.2,37.7,400000
2022,Andaman and Nicobar Islands,AN,Islands,Identity Theft,11,4,44.2,70.03,400000
2022,Andaman and Nicobar Islands,AN,Islands,Cyber Stalking/Bullying,17,7,44.4,63.05,400000
2022,Andaman and Nicobar Islands,AN,Islands,Data Breach,5,1,36.1,13.07,400000
2022,Andaman and Nicobar Islands,AN,Islands,Hacking,3,0,22.8,16.09,400000
2022,Andaman and Nicobar Islands,AN,Islands,Online Child Exploitation,2,0,24.6,4.18,400000
2022,Andaman and Nicobar Islands,AN,Islands,Cryptocurrency Fraud,8,1,22.9,52.87,400000
2023,Andaman and Nicobar Islands,AN,Islands,Online Financial Fraud,3,0,15.4,31.1,400000
2023,Andaman and Nicobar Islands,AN,Islands,Social Media Crimes,8,2,34.5,47.1,400000
2023,Andaman and Nicobar Islands,AN,Islands,Phishing/Vishing,4,1,31.6,3.21,400000
2023,Andaman and Nicobar Islands,AN,Islands,Ransomware Attacks,10,2,29.1,466.08,400000
2023,Andaman and Nicobar Islands,AN,Islands,Identity Theft,12,3,26.9,77.24,400000
2023,Andaman and Nicobar Islands,AN,Islands,Cyber Stalking/Bullying,7,2,38.4,55.63,400000
2023,Andaman and Nicobar Islands,AN,Islands,Data Breach,8,2,30.6,69.2,400000
2023,Andaman and Nicobar Islands,AN,Islands,Hacking,21,5,26.7,187.79,400000
2023,Andaman and Nicobar Islands,AN,Islands,Online Child Exploitation,13,2,22.2,41.11,400000
2023,Andaman and Nicobar Islands,AN,Islands,Cryptocurrency Fraud,2,0,16.6,81.6,400000
2024,Andaman and Nicobar Islands,AN,Islands,Online Financial Fraud,4,1,35.4,104.69,400000
2024,Andaman and Nicobar Islands,AN,Islands,Social Media Crimes,4,1,26.6,16.29,400000
2024,Andaman and Nicobar Islands,AN,Islands,Phishing/Vishing,29,9,34.2,150.82,400000
2024,Andaman and Nicobar Islands,AN,Islands,Ransomware Attacks,15,6,40.5,665.42,400000
2024,Andaman and Nicobar Islands,AN,Islands,Identity Theft,1,0,20.1,1.79,400000
2024,Andaman and Nicobar Islands,AN,Islands,Cyber Stalking/Bullying,3,1,33.9,10.08,400000
2024,Andaman and Nicobar Islands,AN,Islands,Data Breach,2,0,15.6,17.88,400000
2024,Andaman and Nicobar Islands,AN,Islands,Hacking,8,1,21.8,74.63,400000
2024,Andaman and Nicobar Islands,AN,Islands,Online Child Exploitation,5,1,36.5,38.73,400000
2024,Andaman and Nicobar Islands,AN,Islands,Cryptocurrency Fraud,20,4,21.0,310.77,400000
2025,Andaman and Nicobar Islands,AN,Islands,Online Financial Fraud,6,2,36.8,290.56,400000
2025,Andaman and Nicobar Islands,AN,Islands,Social Media Crimes,4,0,22.8,2.7,400000
2025,Andaman and Nicobar Islands,AN,Islands,Phishing/Vishing,16,5,31.4,115.43,400000
2025,Andaman and Nicobar Islands,AN,Islands,Ransomware Attacks,6,2,38.7,82.31,400000
2025,Andaman and Nicobar Islands,AN,Islands,Identity Theft,12,2,22.9,64.44,400000
2025,Andaman and Nicobar Islands,AN,Islands,Cyber Stalking/Bullying,11,2,24.9,95.42,400000
2025,Andaman and Nicobar Islands,AN,Islands,Data Breach,19,5,29.2,153.82,400000
2025,Andaman and Nicobar Islands,AN,Islands,Hacking,12,3,32.4,94.13,400000
2025,Andaman and Nicobar Islands,AN,Islands,Online Child Exploitation,14,3,25.0,117.58,400000
2025,Andaman and Nicobar Islands,AN,Islands,Cryptocurrency Fraud,1,0,23.2,29.57,400000
2018,Chandigarh,CH,North,Online Financial Fraud,1,0,28.5,22.29,1158473
2018,Chandigarh,CH,North,Social Media Crimes,2,0,28.0,19.61,1158473
2018,Chandigarh,CH,North,Phishing/Vishing,7,1,17.7,64.83,1158473
2018,Chandigarh,CH,North,Ransomware Attacks,4,1,29.4,132.27,1158473
2018,Chandigarh,CH,North,Identity Theft,9,3,39.9,35.32,1158473
2018,Chandigarh,CH,North,Cyber Stalking/Bullying,4,1,27.9,17.56,1158473
2018,Chandigarh,CH,North,Data Breach,9,2,26.2,83.63,1158473
2018,Chandigarh,CH,North,Hacking,10,3,39.9,15.35,1158473
2018,Chandigarh,CH,North,Online Child Exploitation,4,0,18.2,18.26,1158473
2018,Chandigarh,CH,North,Cryptocurrency Fraud,2,0,18.0,65.72,1158473
2019,Chandigarh,CH,North,Online Financial Fraud,3,1,36.2,40.76,1158473
2019,Chandigarh,CH,North,Social Media Crimes,4,1,31.6,11.62,1158473
2019,Chandigarh,CH,North,Phishing/Vishing,5,2,43.7,3.86,1158473
2019,Chandigarh,CH,North,Ransomware Attacks,4,0,21.0,63.62,1158473
2019,Chandigarh,CH,North,Identity Theft,8,2,27.4,21.69,1158473
2019,Chandigarh,CH,North,Cyber Stalking/Bullying,1,0,29.7,8.79,1158473
2019,Chandigarh,CH,North,Data Breach,3,1,36.4,18.03,1158473
2019,Chandigarh,CH,North,Hacking,6,1,17.7,42.56,1158473
2019,Chandigarh,CH,North,Online Child Exploitation,5,0,20.0,39.85,1158473
2019,Chandigarh,CH,North,Cryptocurrency Fraud,14,3,22.5,332.74,1158473
2020,Chandigarh,CH,North,Online Financial Fraud,1,0,33.0,32.28,1158473
2020,Chandigarh,CH,North,Social Media Crimes,6,1,26.0,54.56,1158473
2020,Chandigarh,CH,North,Phishing/Vishing,3,0,30.1,14.75,1158473
2020,Chandigarh,CH,North,Ransomware Attacks,26,11,44.9,707.4,1158473
2020,Chandigarh,CH,North,Identity Theft,3,0,20.4,16.12,1158473
2020,Chandigarh,CH,North,Cyber Stalking/Bullying,4,1,39.4,31.52,1158473
2020,Chandigarh,CH,North,Data Breach,12,4,38.7,86.71,1158473
2020,Chandigarh,CH,North,Hacking,2,0,22.6,17.38,1158473
2020,Chandigarh,CH,North,Online Child Exploitation,4,1,41.8,9.38,1158473
2020,Chandigarh,CH,North,Cryptocurrency Fraud,11,2,18.9,537.92,1158473
2021,Chandigarh,CH,North,Online Financial Fraud,6,1,23.7,283.26,1158473
2021,Chandigarh,CH,North,Social Media Crimes,9,3,39.8,64.16,1158473
2021,Chandigarh,CH,North,Phishing/Vishing,17,2,17.5,76.05,1158473
2021,Chandigarh,CH,North,Ransomware Attacks,34,10,31.8,456.74,1158473
2021,Chandigarh,CH,North,Identity Theft,9,2,28.4,55.89,1158473
2021,Chandigarh,CH,North,Cyber Stalking/Bullying,5,1,24.8,39.59,1158473
2021,Chandigarh,CH,North,Data Breach,4,1,40.2,14.3,1158473
2021,Chandigarh,CH,North,Hacking,13,5,40.2,19.29,1158473
2021,Chandigarh,CH,North,Online Child Exploitation,1,0,40.1,1.95,1158473
2021,Chandigarh,CH,North,Cryptocurrency Fraud,13,2,17.5,440.44,1158473
2022,Chandigarh,CH,North,Online Financial Fraud,16,7,44.2,736.25,1158473
2022,Chandigarh,CH,North,Social Media Crimes,2,0,19.9,8.01,1158473
2022,Chandigarh,CH,North,Phishing/Vishing,4,1,27.7,15.7,1158473
2022,Chandigarh,CH,North,Ransomware Attacks,25,9,39.0,714.54,1158473
2022,Chandigarh,CH,North,Identity Theft,4,1,32.2,34.41,1158473
2022,Chandigarh,CH,North,Cyber Stalking/Bullying,5,1,39.2,8.78,1158473
2022,Chandigarh,CH,North,Data Breach,29,10,36.4,134.46,1158473
2022,Chandigarh,CH,North,Hacking,2,0,23.8,1.95,1158473
2022,Chandigarh,CH,North,Online Child Exploitation,8,2,29.6,31.01,1158473
2022,Chandigarh,CH,North,Cryptocurrency Fraud,17,3,22.5,616.42,1158473
2023,Chandigarh,CH,North,Online Financial Fraud,45,10,23.2,471.21,1158473
2023,Chandigarh,CH,North,Social Media Crimes,1,0,31.7,3.61,1158473
2023,Chandigarh,CH,North,Phishing/Vishing,14,3,28.3,93.04,1158473
2023,Chandigarh,CH,North,Ransomware Attacks,4,1,29.8,131.65,1158473
2023,Chandigarh,CH,North,Identity Theft,5,1,31.3,37.64,1158473
2023,Chandigarh,CH,North,Cyber Stalking/Bullying,30,10,36.2,167.24,1158473
2023,Chandigarh,CH,North,Data Breach,12,4,35.4,105.59,1158473
2023,Chandigarh,CH,North,Hacking,3,0,28.0,13.26,1158473
2023,Chandigarh,CH,North,Online Child Exploitation,14,5,37.9,84.48,1158473
2023,Chandigarh,CH,North,Cryptocurrency Fraud,12,2,17.1,541.74,1158473
2024,Chandigarh,CH,North,Online Financial Fraud,12,3,32.5,464.99,1158473
2024,Chandigarh,CH,North,Social Media Crimes,6,1,30.3,8.97,1158473
2024,Chandigarh,CH,North,Phishing/Vishing,12,4,40.7,41.31,1158473
2024,Chandigarh,CH,North,Ransomware Attacks,5,2,44.1,51.52,1158473
2024,Chandigarh,CH,North,Identity Theft,29,12,43.7,39.57,1158473
2024,Chandigarh,CH,North,Cyber Stalking/Bullying,18,3,21.9,16.97,1158473
2024,Chandigarh,CH,North,Data Breach,17,6,36.2,145.82,1158473
2024,Chandigarh,CH,North,Hacking,10,2,28.0,93.21,1158473
2024,Chandigarh,CH,North,Online Child Exploitation,9,2,32.7,58.37,1158473
2024,Chandigarh,CH,North,Cryptocurrency Fraud,3,1,40.4,55.07,1158473
2025,Chandigarh,CH,North,Online Financial Fraud,11,2,20.8,158.15,1158473
2025,Chandigarh,CH,North,Social Media Crimes,8,2,34.8,73.26,1158473
2025,Chandigarh,CH,North,Phishing/Vishing,45,12,27.1,111.31,1158473
2025,Chandigarh,CH,North,Ransomware Attacks,2,0,34.5,88.41,1158473
2025,Chandigarh,CH,North,Identity Theft,7,2,37.4,61.27,1158473
2025,Chandigarh,CH,North,Cyber Stalking/Bullying,12,3,31.1,91.71,1158473
2025,Chandigarh,CH,North,Data Breach,2,0,19.2,7.62,1158473
2025,Chandigarh,CH,North,Hacking,6,1,26.7,32.14,1158473
2025,Chandigarh,CH,North,Online Child Exploitation,38,16,42.9,334.62,1158473
2025,Chandigarh,CH,North,Cryptocurrency Fraud,19,3,19.0,242.74,1158473
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Online Financial Fraud,4,1,29.3,190.12,615724
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Social Media Crimes,2,0,21.4,2.41,615724
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Phishing/Vishing,2,0,41.7,17.11,615724
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Ransomware Attacks,5,2,44.8,177.86,615724
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Identity Theft,6,2,43.1,50.14,615724
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Cyber Stalking/Bullying,3,1,40.3,17.72,615724
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Data Breach,3,0,26.5,28.13,615724
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Hacking,2,0,28.0,11.24,615724
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Online Child Exploitation,1,0,28.4,5.87,615724
2018,Dadra and Nagar Haveli and Daman and Diu,DD,West,Cryptocurrency Fraud,4,1,29.1,28.63,615724
2019,Dadra and Nagar Haveli and Daman and Diu,DD,West,Online Financial Fraud,16,5,36.9,396.4,615724
2019,Dadra and Nagar Haveli and Daman and Diu,DD,West,Social Media Crimes,1,0,23.9,4.83,615724
2019,Dadra and Nagar Haveli and Daman and Diu,DD,West,Phishing/Vishing,7,1,17.1,56.61,615724
2019,Dadra and Nagar Haveli and Daman and Diu,DD,West,Ransomware Attacks,1,0,22.3,37.64,615724
2019,Dadra and Nagar Haveli and Daman and Diu,DD,West,Identity Theft,2,0,17.1,19.15,615724
2019,Dadra and Nagar Haveli and Daman and Diu,DD,West,Cyber Stalking/Bullying,2,0,20.8,17.77,615724
2019,Dadra and Nagar Haveli and Daman and Diu,DD,West,Data Breach,6,2,39.3,58.17,615724
2019,Dadra and Nagar Haveli and Daman and Diu,DD,West,Hacking,5,1,29.3,37.05,615724
2019,Dadra and Nagar Haveli and Daman and Diu,DD,West,Online Child Exploitation,3,0,26.1,6.75,615724
2020,Dadra and Nagar Haveli and Daman and Diu,DD,West,Online Financial Fraud,6,1,20.3,201.18,615724
